link_name,url,note,source
URL,https://www.kaist.ac.kr/kr/,,KAIST 공식홈페이지 조사
캠퍼스맵,https://kaist.ac.kr/site/map/index.html,,KAIST 공식홈페이지 조사
셔틀버스 실시간 위치 확인,https://kaist.ac.kr/kr/html/kaist/01140207.html,,KAIST 공식홈페이지 조사
도서관,https://library.kaist.ac.kr/main.do,,KAIST 공식홈페이지 조사
문화행사,https://kaist.ac.kr/kr/html/campus/053501.html,,KAIST 공식홈페이지 조사
"홍보동영상(2분, 2025)",https://youtu.be/tO0HlWpxV8M?si=G5jrujZsVurewS5k,,KAIST 공식홈페이지 조사
학사일정,https://kaist.ac.kr/kr/html/edu/03110101.html,,KAIST 공식홈페이지 조사
