record_id,dept_name,dept,admission_type,page_title,section_title,title,content,schedule_date,source_url,crawled_at,source_sheet,missing_fields,admission_type_norm,schedule_date_raw,min_gpa,admission_id
aic_admission_ug_학사과정 입학 안내_fecb9722e3_fecb9722__item_0001,AI컴퓨팅학과,aic,admission_info,학사과정 입학 안내,입학처 홈,학부 (한국인),한국인 학부 신입생 모집 안내입니다.,,https://aic.kaist.ac.kr/#/admission-ug,2026-05-26T13:24:44.960971+00:00,admission_clean,"schedule_date, schedule_date_raw, min_gpa",general_info,,,aic_admission_ug_학사과정 입학 안내_fecb9722e3_fecb9722__item_0001
aic_admission_ug_학사과정 입학 안내_fecb9722e3_fecb9722__item_0002,AI컴퓨팅학과,aic,admission_info,학사과정 입학 안내,학부 (한국인),학부 (외국인),외국인 학부 신입생 모집 안내입니다.,,https://aic.kaist.ac.kr/#/admission-ug,2026-05-26T13:24:44.960971+00:00,admission_clean,"schedule_date, schedule_date_raw, min_gpa",general_info,,,aic_admission_ug_학사과정 입학 안내_fecb9722e3_fecb9722__item_0002
aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0001,AI컴퓨팅학과,aic,admission_eligibility,대학원과정 입학 안내,지원 자격,석사과정,"과정: 석사과정
지원 자격: 학사학위자 (혹은 입학시점까지 졸업이 가능한 학사 졸업예정자)",,https://aic.kaist.ac.kr/#/admission-grad,2026-05-26T13:24:49.378406+00:00,admission_clean,"schedule_date, schedule_date_raw, min_gpa",eligibility,,,aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0001
aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0002,AI컴퓨팅학과,aic,admission_eligibility,대학원과정 입학 안내,지원 자격,박사과정,"과정: 박사과정
지원 자격: 석사학위자 (혹은 입학시점까지 졸업이 가능한 석사 졸업예정자)",,https://aic.kaist.ac.kr/#/admission-grad,2026-05-26T13:24:49.378406+00:00,admission_clean,"schedule_date, schedule_date_raw, min_gpa",eligibility,,,aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0002
aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0003,AI컴퓨팅학과,aic,admission_eligibility,대학원과정 입학 안내,지원 자격,석박사 통합과정,"과정: 석박사 통합과정
지원 자격: 학사학위자 (혹은 입학시점까지 졸업이 가능한 학사 졸업예정자)",,https://aic.kaist.ac.kr/#/admission-grad,2026-05-26T13:24:49.378406+00:00,admission_clean,"schedule_date, schedule_date_raw, min_gpa",eligibility,,,aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0003
aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0004,AI컴퓨팅학과,aic,admission_eligibility,대학원과정 입학 안내,지원 자격,(KAIST석사재학생) 석박사 통합과정,"과정: (KAIST석사재학생) 석박사 통합과정
지원 자격: 한국과학기술원 석사과정을 1학기만 이수한 자 (2학기 이상 이수자는 자격 없음)",,https://aic.kaist.ac.kr/#/admission-grad,2026-05-26T13:24:49.378406+00:00,admission_clean,"schedule_date, schedule_date_raw, min_gpa",eligibility,,,aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0004
aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0005,AI컴퓨팅학과,aic,admission_eligibility,대학원과정 입학 안내,지원 자격,(KAIST학사재학생) 학·석박통합연계과정,"과정: (KAIST학사재학생) 학·석박통합연계과정
지원 자격: 1. 입시 기준일까지 3학기~4학기만 이수한 KAIST 학사과정 재학생 (5학기 이상 이수자는 자격 없음) 2. 69학점 이상의 학점을 취득 3. 누적 평점평균이 3.7 이상 (단, KAIST 소속으로 수행한 우수 연구실적을 제출하는 경우 성적제한 없음)",,https://aic.kaist.ac.kr/#/admission-grad,2026-05-26T13:24:49.378406+00:00,admission_clean,schedule_date,eligibility,3.7,3.7,aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0005
aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0006,AI컴퓨팅학과,aic,admission_schedule,대학원과정 입학 안내,2026학년도 가을학기 입학 신입생 입학전형 일정표,원서접수(서류제출 포함),"구분: 원서접수(서류제출 포함)
지원일정: 2026. 03. 27(금) 10:00 ~ 04. 07(화) 17:30
접수방법: KAIST 입시시스템 (https://gradapply.kaist.ac.kr)에서 지원서 작성 및 전형료 결제",2026-03-27,https://aic.kaist.ac.kr/#/admission-grad,2026-05-26T13:24:49.378406+00:00,admission_clean,min_gpa,schedule,2026-03-27,,aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0006
aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0008,AI컴퓨팅학과,aic,admission_schedule,대학원과정 입학 안내,2026학년도 가을학기 입학 신입생 입학전형 일정표,2단계 전형(면접),"구분: 2단계 전형(면접)
지원일정: 2026. 05. 16(토) ~ 05. 26(화)
접수방법: 개인별 2단계 전형 일정 및 장소 확인(입시시스템을 통하여 공지)",2026-05-16,https://aic.kaist.ac.kr/#/admission-grad,2026-05-26T13:24:49.378406+00:00,admission_clean,min_gpa,schedule,2026-05-16,,aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0008
aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0010,AI컴퓨팅학과,aic,admission_eligibility,대학원과정 입학 안내,2026학년도 가을학기 입학 (KAIST 학사 재학생 대상)학·석박통합연계과정 및 (KAIST 석사과정 재학생 대상) 석사·박사학위통합과정 입학전형 일정표,원서접수(서류제출 포함),"구분: 원서접수(서류제출 포함)
지원일정: 2026. 04. 08(수) 10:00 ~ 04. 14(화) 17:30
접수방법: KAIST 입시시스템 (https://gradapply.kaist.ac.kr)에서 지원서 작성 및 전형료 결제",2026-04-08,https://aic.kaist.ac.kr/#/admission-grad,2026-05-26T13:24:49.378406+00:00,admission_clean,min_gpa,eligibility,2026-04-08,,aic_admission_grad_대학원과정 입학 안내_24d7eba845_24d7eba8__item_0010
